id,name,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,fav
5kdfwTDub3JHmU6FvKK1db,Fight Club,59,140120,0.755,0.684,0,-5.791,1,0.303,0.0471,0,0.0819,0.128,156.081,0
0GJbfGoCNAE0SafM9LW0nF,VHS - Spotify Studio It’s Hits Recording,69,184615,0.532,0.754,1,-6.834,0,0.223,0.0697,0,0.061,0.717,90.992,0
6qnvjsMmlxf4TPfbD53ybj,In The Middle,64,183196,0.56,0.535,1,-5.858,1,0.0301,0.0859,0,0.103,0.336,99.924,0
1NS6UmeV9SB8K8B4P4y4UF,Going Dumb,61,168601,0.833,0.677,6,-6.243,0,0.0455,0.06,0.28,0.102,0.562,122.003,0
6TFxM9hKnSGn89swVA6x93,Botten,59,112742,0.92,0.392,4,-11.678,0,0.441,0.0368,0,0.111,0.229,128.104,0
6Et5KimMg3IXwD6lJPGmQw,Me Fije,81,202307,0.76,0.674,7,-4.039,0,0.0636,0.396,3.54E-05,0.0977,0.735,172.024,0
6mm3K0yWp6uzfOMuipM9Zh,Tan Bonita,77,211998,0.82,0.804,9,-7.226,1,0.0528,0.175,0.00215,0.064,0.844,110.982,0
1VpKOZ6nnap41hh5CbY8gJ,Obsessed,76,134087,0.884,0.665,11,-7.929,1,0.0646,0.38,9.36E-06,0.111,0.472,110.016,0
6huU6cSsMC2ragy2ohSo3l,Forever,57,196162,0.751,0.391,1,-9.283,1,0.0324,0.396,0.00342,0.0929,0.468,100.044,0
5hCtPGRLgeF05Q902Qdxe2,Wein für mich,75,128800,0.688,0.683,6,-7.454,0,0.15,0.027,0,0.368,0.817,120.01,0
6vnKRiOjUjYT59xl4awHTx,Sigilo,76,165367,0.535,0.765,7,-3.716,0,0.184,0.433,0,0.125,0.627,108.521,0
0NipDzamAtvro0HMcZD5DK,44,74,185467,0.801,0.76,5,-5.948,1,0.107,0.252,9.17E-06,0.207,0.508,102.061,0
57JxDNtEe4iDhKFiwQT6Uo,Cuenta,72,156734,0.687,0.522,10,-8.522,0,0.327,0.495,0.0766,0.135,0.532,185.948,0
22pvjMKldVIIZKUqQ2sNhz,Se Quillan,50,67442,0.66,0.205,6,-26.685,0,0.119,0.281,0.256,0.211,0.511,129.946,0
4VjD1mGA4CqayNWHc4KUbk,Te Bloquie,44,63009,0.858,0.574,5,-7.04,0,0.166,0.455,4.20E-05,0.058,0.925,95.986,0
2f3erzHzxNn1wlxhpuZbP0,Corone (Instrumental),43,63087,0.95,0.663,6,-4.989,1,0.218,0.128,0.637,0.136,0.393,120.066,0
4zMUuAjjRXaUA4aiHCAhta,Fundio Contigo,42,65541,0.9,0.85,8,-5.03,1,0.058,0.039,0.0832,0.319,0.796,105,0
2ODIkqwbwwLU4VIYv8Z4q7,Corone,42,63071,0.875,0.803,6,-3.196,1,0.114,0.428,0.264,0.325,0.529,120.028,0
0a1Jv6pm0W3rJLZizbEYd0,Caracter,42,74198,0.787,0.405,5,-12.749,0,0.0866,0.0217,0.429,0.0575,0.69,130.969,0
1WbdK0k72kPmRvgSnSR0Sj,Llorara,41,63447,0.715,0.344,6,-14.992,0,0.0616,0.117,0.0245,0.23,0.632,146.007,0
2g5K3UjQOPNjmXioWdzfoU,Te Bendigo,41,74198,0.837,0.401,1,-11.114,1,0.0634,0.0258,0.541,0.14,0.37,130.934,0
1iTVoYNI4Kd73g03rEfUA8,Andamo en la Guagua,40,70089,0.917,0.842,1,-5.832,1,0.232,0.0474,0,0.0739,0.809,110.06,0
6q98BsLfEi2DleHHWuQa24,Te Bloquie (Instrumental),48,63035,0.841,0.362,10,-9.828,0,0.673,0.0145,0.354,0.0931,0.572,192.051,0
33GZ70CAk0cBRy2iK9cD1a,Farewell (2017),0,184059,0.447,0.963,5,-3.954,0,0.0527,0.843,0.000808,0.191,0.855,120.021,0
4oNGitao7OCHCSOHEz0vM3,Pills (2017),0,345408,0.52,0.358,8,-12.731,1,0.0535,0.804,0.878,0.109,0.115,119.991,0
6u5f7X2vWaQFdez1UImzOf,No Sé,55,246142,0.78,0.719,8,-8.254,1,0.0547,0.363,0,0.0778,0.825,126.994,0
1QOMoYQmiPJsxNemXcblen,De Cero,71,187116,0.602,0.811,0,-3.128,1,0.0362,0.0766,0,0.273,0.807,159.829,0
00szcRmgqJGtqrfIUYkM1h,Más De La Una,69,236731,0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284,0
2kOoswoUX86AQCSLw3638q,השפיות שלי,47,185640,0.685,0.328,2,-11.655,0,0.0353,0.537,1.52E-06,0.0861,0.35,131.908,0
5LrEda5LZgHJKlLnyIU1bv,"A La Gente Le Dice Que No (feat. Franux BB, Gian, Yannick y CG) - Remix",50,290857,0.725,0.58,5,-6.394,0,0.178,0.226,0,0.146,0.444,129.73,0
4w3R0drhPCc7zeO2OtBV8r,TURRA,69,206400,0.734,0.7,6,-4.677,1,0.255,0.427,0.000143,0.0956,0.714,173.846,0
6SvC0ocJPoolWLaEV8UE58,What Type of X,54,198174,0.776,0.692,2,-3.834,1,0.0555,0.0075,0,0.0588,0.543,95.972,0
17UUTchNWTLOFsLUJnpIv8,บอกให้ฟังหน่อยนะ (please tell me),60,216075,0.633,0.738,10,-6.569,1,0.0272,0.065,0,0.132,0.418,95.008,0
0nfFdjswV0F5XGehivzBCW,Judas,65,145973,0.76,0.694,1,-6.045,1,0.188,0.0664,1.18E-06,0.185,0.717,94.957,0
5tTPP8qbaj9L4cjM8U8Q2M,Zorra - Remix,62,216400,0.729,0.759,11,-4.479,1,0.104,0.422,0,0.123,0.511,87.995,0
3zNzqaks2XEqP8ZnXIfjzH,Iconic,61,134507,0.93,0.493,0,-8.034,1,0.119,0.125,7.78E-05,0.0681,0.505,106.051,0
5KBWOjaGZvd17qijS6geEZ,Gasto,60,128080,0.842,0.747,5,-6.022,0,0.0908,0.144,6.04E-05,0.193,0.543,100.027,0
4OWPAMZcoRwAmMA971KBTh,Blin Blin,60,144213,0.792,0.757,1,-3.38,1,0.088,0.109,6.88E-05,0.0452,0.681,95.946,0
0UBEZrVOiFXnUvtdpH7MMc,Morning star,51,62000,0.96,0.504,2,-10.569,1,0.382,0.126,0.00085,0.0935,0.226,105.013,0
3rsR63AQfuyHN9tm2aNa4h,Horrible Night (2017),0,277551,0.558,0.844,7,-6.207,1,0.031,0.242,0.962,0.125,0.053,140.013,0
5dP8HoPhDJ53ILl7oxfA87,BUGIE (feat. Rkomi & Carl Brave),71,171603,0.783,0.741,7,-6.966,0,0.14,0.298,0,0.0786,0.39,128.057,0
4ylL1oPx1rY1yFivslLFOR,VOCE,71,211411,0.615,0.834,8,-5.471,1,0.0667,0.105,0,0.157,0.341,112.602,0
1bXG3X6C0xiopzlsRdCxda,DIMMI ORA (feat. Guè Pequeno),68,163180,0.645,0.745,4,-4.635,0,0.0373,0.189,0.000187,0.111,0.436,142.349,0
4YXUb1SaWxWjVRMbna9yAv,BABAGANOUSH (feat. Pinguini Tattici Nucleari),68,187275,0.662,0.799,9,-4.996,1,0.324,0.125,0,0.131,0.483,180.106,0
4mrr7agl0tGMOiuDT1AwMQ,IL MIO AMICO (feat. Fabri Fibra),67,209045,0.668,0.881,6,-4.032,0,0.0593,0.0119,0,0.142,0.703,109.984,0
5QcetPeASlo1w8bACsS8ZW,TUTTI MUOIONO (feat. BLANCO),67,192152,0.557,0.62,5,-5.198,1,0.174,0.144,3.76E-06,0.078,0.367,87.957,0
3mIYZEPtyaHh2bEJbEOVDC,LUNA (feat. Gaia),66,185560,0.811,0.642,1,-5.284,0,0.0395,0.129,0.055,0.0803,0.656,117.995,0
4hWPxD69dKCMpdyd0vPwJr,MOOD (feat. VillaBanks),65,151464,0.575,0.599,11,-7.317,0,0.0681,0.577,3.96E-05,0.124,0.121,98.738,0
1X4VhnzvJu0srTPoh1SHAx,ISTINTO,65,148013,0.447,0.727,6,-5.72,1,0.103,0.267,0,0.12,0.272,168.503,0
2YOrS82FUzdtjoOJDBXqnH,NUDA (feat. Ernia),65,197253,0.677,0.592,10,-7.644,0,0.124,0.573,0.000225,0.149,0.176,109.916,0
1FmTxLmcVliNy9HlEtKMXj,AMICONI - freestyle,63,152188,0.637,0.682,11,-7.613,0,0.266,0.498,0,0.252,0.535,94.305,0
3UdzWOPY34W7Tem8zKOPY6,CLITO,63,172682,0.68,0.674,8,-5.92,1,0.115,0.114,0,0.141,0.265,159.88,0
5UTPay4ZIP6wmxspSGDOoS,MAMI PAPI,63,176426,0.674,0.696,1,-5.668,0,0.0327,0.124,1.96E-05,0.104,0.205,111.877,0
28YIUCbsjIlA5L05SfQQ9B,VERGOGNA,63,156471,0.591,0.677,6,-5.964,1,0.135,0.241,0,0.202,0.429,75.153,0
1u9rQKyAGfshCbVCBZGdM3,BABY,63,152764,0.807,0.864,10,-5.854,0,0.114,0.127,0.00711,0.094,0.331,122.116,0
6J6JfY9Opj4ZZrUSlk24qc,BAMBOLINE BOLIVIANE,62,168604,0.738,0.783,9,-9.467,0,0.109,0.472,7.03E-06,0.118,0.0339,116.011,0
4CdSVeRvrteDBAyHD4Cruc,LOTUS,48,298290,0.835,0.33,11,-11.989,0,0.361,0.542,0,0.0617,0.596,92.023,0
6FMbb1G5p7H0n6lDxsZYKt,Relojito,63,144438,0.54,0.858,1,-5.449,1,0.385,0.0427,0,0.322,0.808,159.514,0
3lR4O0vtkhCAvVEUEWUL0S,Pa' Olvidarme De Ella,67,227234,0.728,0.542,0,-5.195,1,0.0514,0.259,0,0.136,0.637,90.016,0
63400Pm7x5Awe4NH82oRYe,War,69,152583,0.573,0.633,6,-6.327,0,0.0586,0.202,0,0.128,0.309,150.85,0
5c5cD2VQJcc7VScwW6Ra4k,Hee Joh Jip,63,180026,0.391,0.402,1,-5.886,1,0.0315,0.715,6.07E-05,0.107,0.404,86.291,0
2Kt9kdMWpdBdKLLPMk3vgZ,Piratenweg,59,153701,0.621,0.651,10,-8.544,0,0.376,0.252,0,0.112,0.728,99.816,0
3oI0TV5oIDrgKmYnI908uW,X3 (feat. Gazo),64,188587,0.781,0.477,9,-13.029,1,0.427,0.281,8.03E-05,0.106,0.261,144.041,0
1Squkv6ps9LGSHXpRBQJZn,Van Damme,61,221893,0.745,0.795,6,-5.563,0,0.22,0.133,0,0.084,0.499,122.295,0
2Jy4EdqIZswDZvVDh5dx3A,Dimension (feat. Skepta & Rema),69,234027,0.561,0.722,4,-6.437,0,0.068,0.173,4.86E-05,0.175,0.173,103.099,0
3Q3Ht6xS2tlf21j8KvvHt4,How Many Times,64,188194,0.629,0.696,2,-4.848,0,0.332,0.52,0,0.134,0.752,144.322,0
7MIkwVS7Wm1vYTEoDPsyVS,Traumada,68,147084,0.771,0.575,0,-5.178,0,0.0794,0.555,0.00818,0.105,0.56,84.522,0
33IHBjSXpamVSajAQ3wSER,Religiosa,64,160341,0.726,0.54,0,-6.046,0,0.217,0.524,1.07E-05,0.117,0.456,92.114,0
5GUV8sDq4o2UnZn4NJJMBq,PAIN,72,135000,0.898,0.72,5,-6.135,0,0.231,0.0974,0.00255,0.231,0.637,130.091,0
2tZhjJFdnasrHJop725bzE,Miserabel,64,189500,0.8,0.67,0,-5.284,0,0.357,0.634,0.000164,0.118,0.482,147.963,0
1i5Y27Ph0HHNyBmf5rG1rI,La Negrita Que Mas Amaba,2,210051,0.7,0.733,5,-5.911,0,0.254,0.098,0,0.17,0.856,178.207,0
3cTp3sFinK9EVCVgr3nxwZ,Reggae Wine,2,185548,0.553,0.769,0,-6.807,1,0.0414,0.262,0,0.217,0.778,172.002,0
4yOC9PqySAmqeuzA4zyFJG,Quiere Estar Conmigo,2,211304,0.488,0.862,1,-4.497,1,0.324,0.258,0,0.263,0.795,113.883,0
5CusmbO7pdfxOZTmoEH6ce,En Mi Chante,2,185757,0.808,0.482,1,-6.21,0,0.0483,0.185,1.92E-06,0.0744,0.339,119.946,0
2AtlRAMHMXdzCm37GU65lG,Gangsta No Pelea por Guilas,2,191739,0.519,0.735,11,-5.324,0,0.299,0.34,0,0.377,0.688,132.379,0
4jqyqIajB4pIIjroOTdfFC,Culiolo,1,135680,0.777,0.789,0,-3.803,1,0.276,0.45,0,0.8,0.931,94.458,0
2LpFMAlxhyE5xwJjEg8fbk,WEG VON DIR (feat. CALO),66,173093,0.691,0.77,6,-6.147,0,0.439,0.396,0,0.263,0.592,96.667,0
52CBUrIdyf8tbZaUY9iawE,After School,78,205373,0.634,0.928,1,-1.609,1,0.0514,0.00719,2.55E-06,0.0626,0.738,164.007,0
0LweQRsfJ3pRAJJFy6DrR1,What Type of X,75,198174,0.776,0.692,2,-3.834,1,0.0555,0.0075,0,0.0588,0.543,95.972,0
0XAR5oSJ0c6pQtDxSZDYt5,Hola,42,75349,0.794,0.259,1,-12.493,1,0.221,0.00183,0.946,0.102,0.283,129.115,0
54Eg8MXmNLr9b4q8Qb3kYL,אני אוהב אותך (prod by Navi),50,211875,0.608,0.666,10,-8.209,0,0.0511,0.109,1.78E-05,0.26,0.282,128.094,0
7bqIGTUk7DV2YLHkra8F0o,Vaikai Po Lelijom,43,114505,0.669,0.827,4,-6.722,0,0.36,0.0329,0,0.41,0.52,125.086,0
4AoYnU8ckSUQnO7Ek0vy38,狂人日記,52,305667,0.471,0.892,8,-5.818,0,0.128,0.107,0,0.114,0.209,124.991,0
1UYh3RO1myKJkaiKOSsHDo,Joga uma pra Baixo,59,155077,0.763,0.501,0,-9.133,0,0.163,0.295,2.84E-06,0.111,0.463,129.972,0
3zBcAqSTbsoxoabZaMNKMA,Progression,44,113177,0.552,0.332,7,-21.787,1,0.0452,0.105,0.685,0.154,0.335,140.065,0
3IWsDAFAwPNVnnTeQyUj7w,Allo,72,186440,0.746,0.699,0,-6.307,0,0.247,0.204,0,0.148,0.221,144.921,0
2GrHWsu8r3N8WEQAiiTSlg,El Roto,65,183954,0.771,0.685,0,-5.697,0,0.0433,0.154,0,0.0787,0.962,115.046,0
3U1hc7hizEsfu7cFtYW0o1,Sans limites,64,209987,0.762,0.861,0,-5.03,0,0.0417,0.126,0,0.0985,0.446,139.971,0
3vMsbTniTX057zIec0GAEg,Tom Smort,44,61780,0.472,0.428,9,-21.558,0,0.0371,0.975,0.847,0.0847,0.311,140.017,0
2uR9nWZDvjjmQm5CTrqA1Y,WMTB,64,189036,0.788,0.864,5,-4.729,0,0.252,0.0364,0,0.199,0.557,82.952,0
6t9p80a2DUZhjBCh5MotjB,Borde gå hem,59,156000,0.724,0.448,5,-9.918,0,0.0562,0.387,0,0.397,0.717,129.95,0
12H9JdUJsZnWbBLpKElZ7B,Majestic In The Year 3000,0,1125721,0.176,0.797,7,-3.1,1,0.0711,0.35,4.25E-06,0.373,0.25,75.664,0
65hIZYAYu3fxltrGK6frIn,Year 2021,0,147217,0.714,0.905,0,-6.461,1,0.0685,0.00845,0.133,0.686,0.384,74.998,0
0tIHHwV2eL10rpQ1fiyDjz,Try Me,76,141663,0.882,0.471,2,-8.827,0,0.118,0.058,0,0.0991,0.372,95.02,0
2kVYBZf8yzAB7NZvqn5bUF,Lo Mas Hermoso,45,82639,0.678,0.628,6,-15.308,0,0.161,0.252,0.894,0.0376,0.887,185.938,0
70T85kP4tlRkzL9bMUo2gm,Candy,41,82326,0.881,0.793,7,-8.283,1,0.0599,0.00057,0.949,0.276,0.967,70.006,0
5kHC4DDg63MH4sGHEho9YD,Cookie,41,63204,0.667,0.812,4,-8.856,0,0.0504,0.00509,0.892,0.0849,0.318,190.021,0
5qaXfDjw2hNVCCg7SHskhY,הגענו הבנות,48,147375,0.534,0.721,9,-8.23,1,0.522,0.4,2.38E-05,0.0688,0.762,74.834,0
6Eun57PEE9q8Oi0ST7h7Ef,ילד שלי,44,192000,0.582,0.365,2,-8.033,0,0.0417,0.639,0,0.103,0.304,143.472,0
5zPPQyK2YpQziYw98KvPl6,Money,39,121115,0.421,0.207,3,-8.082,1,0.0475,0.92,0.947,0.164,0.709,122.525,0
0awQIOFGtg18LCJ0WhFf8s,House Party,69,241453,0.489,0.876,0,-3.279,1,0.125,0.0797,0,0.139,0.833,114.959,0
3xESR3mhjnxZETiVKbdXhI,Cascadeur,50,304551,0.696,0.6,0,-9.316,0,0.19,0.427,0,0.105,0.674,145.122,0
7HWoshfGrU2PjqAoqCegbt,Само Ако Бях,45,184000,0.738,0.546,11,-8.178,0,0.399,0.774,4.51E-06,0.0621,0.801,180.09,0
0Oc4wxvtItwyO9V8jYHzYK,Moyat nomer,38,225437,0.593,0.906,2,-5.564,0,0.0833,0.0465,0,0.138,0.508,164.104,0
1j90x3hUPPfFHpWl7Sz2C9,Povestea Unui Naufragiat,45,194955,0.564,0.608,4,-7.363,1,0.0782,0.482,0,0.57,0.478,71.947,0
4LWRz2jzAAV1ooMfTsmbiA,Šamanis,33,175690,0.707,0.294,2,-12.605,1,0.0375,0.0487,0.00071,0.103,0.38,94.292,0
6NffEVuGbmTvIpfSS93aMU,地球儀,67,232787,0.678,0.837,1,-5.367,1,0.0425,0.0129,4.20E-05,0.0711,0.916,100.058,0
1VYaM9VSix6jth7nXiHvo2,Chico Estrella,76,170310,0.718,0.725,9,-4.279,0,0.0522,0.118,0,0.17,0.57,139.988,0
3FuSyEAn9fzwEPhvmhEfX9,白眉,43,238407,0.677,0.579,1,-7.717,0,0.0307,0.57,0,0.24,0.722,112.936,0
3BoBVxMNeh0X66k5qgqxTS,大樂,43,241721,0.512,0.422,4,-6.959,1,0.0265,0.581,0,0.0977,0.38,136.021,0
21Aqa8wQsChIh3D8KFpdsd,Dollar$,49,240227,0.695,0.724,1,-7.177,1,0.253,0.512,0,0.116,0.347,124.785,0
1CS4HOpdVgifYsup8fcns3,F#CK FOREX (feat. eddy0),48,216000,0.706,0.549,6,-9.162,0,0.136,0.16,0,0.124,0.496,115.128,0
4dKF3bNnGan3QBbB2F2AE2,Progression,46,97686,0.579,0.276,4,-15.013,0,0.441,0.696,0.836,0.134,0.385,72.707,0
2GqqmUJyUyPNAAMLmiyZ3Y,Piano Up,45,61091,0.661,0.0232,0,-14.583,1,0.264,0.987,0.922,0.127,0.116,135.051,0
1VmP27HiBTgVc6sNz50fUI,Horizon,45,105653,0.339,0.144,8,-27.207,0,0.0418,0.562,0.939,0.101,0.0638,74.962,0
6QhSFWJE6xSquYT5ZJ6AWc,Obicham te,39,232000,0.708,0.791,0,-5.276,1,0.0435,0.0915,0,0.0383,0.896,150.097,0
2m7Bcs4ZJcwhZB9l75sem5,Loup noir,68,160453,0.649,0.626,11,-8.39,0,0.415,0.105,0,0.0893,0.104,65.342,0
4qHM9pRGTaWYSIrcVtZrdg,Stories,56,167097,0.808,0.611,1,-5.701,0,0.195,0.416,0,0.106,0.346,92.988,0
4fJlSLYLiu5trFCMZdSQDC,愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,66,232400,0.665,0.654,9,-6.948,0,0.0725,0.00249,0.00119,0.109,0.736,149.969,0
5LyKH6c6KbKmExhu7LS0ZC,Handle It,60,203001,0.792,0.636,5,-4.256,0,0.0775,0.0159,0.187,0.128,0.811,95.011,0
7ytBShb0bkPe6HcJtMgzQx,Maandag,60,187553,0.906,0.461,2,-8.318,0,0.226,0.249,0,0.111,0.502,118.047,0
5wTydWVTI16piJ6IqFTAhH,Can’t Play Us,60,171557,0.675,0.645,6,-5.712,0,0.173,0.00125,2.95E-05,0.112,0.629,112.092,0
53FmILgZ0y7KXQbZTxjBCO,10 Racks,59,193452,0.628,0.615,10,-7.599,0,0.51,0.0161,0,0.0923,0.572,84.114,0
4TZviWQs1JqGS03Mja0bNB,Dragon Roll,58,156632,0.839,0.72,4,-4.288,0,0.0459,0.0533,0.00379,0.0612,0.826,95.03,0
0V825HbDpHPXs4mOQtGnbW,Come Thru,59,176997,0.675,0.71,2,-6.022,1,0.165,0.0277,1.97E-05,0.434,0.27,67.064,0
3kcXHJYjjo2KFRYqEByRlZ,Merel V31,45,31875,0.668,0.577,8,-9.279,1,0.0562,1.82E-06,0.878,0.0595,0.847,127.941,0
4a3fip00VzmP4cEr6exdvv,Janusz Walczuk,66,169233,0.81,0.521,6,-8.091,1,0.198,0.353,0,0.307,0.473,93.953,0
3qWDOGP2SBMLQ3nzMIkNbz,שני ילדים בעולם,55,186264,0.406,0.354,2,-9.343,0,0.0355,0.52,1.25E-05,0.116,0.479,119.706,0
52N2FDUfL0mPyAFfxRWheT,השמיים נעולים,52,181205,0.631,0.749,11,-6.243,1,0.12,0.168,0,0.0709,0.798,146.69,0
5DZhpdN5UGpNwRkBsltNfp,灰夠,45,211318,0.541,0.333,6,-11.975,1,0.0344,0.731,0,0.0845,0.389,136.015,0
273vx9G89MLZhklBzVjHrM,Without You - Classical Version,33,115200,0.485,0.0792,1,-24.966,0,0.0311,0.949,0.959,0.111,0.173,100.011,0
6oBGKAEqVgvljmFMwMUAXX,น้ำลาย,62,261818,0.478,0.632,7,-5.335,1,0.116,0.531,0,0.337,0.592,88.026,0
2n49lL3WXiMUt0foWc247z,The Good Sheppard's Lamb Therapy,41,60000,0.0971,0.11,3,-23.082,1,0.0334,0.863,0.866,0.123,0.0796,88.353,0
74ILhGYbgzus115BpJs3s9,Dingue de toi,61,161097,0.849,0.202,5,-14.538,1,0.459,0.716,0,0.122,0.851,93.15,0
6hgD0N4M81WoJ4rzLx3RPU,Duro,59,190000,0.608,0.755,6,-6.159,0,0.048,0.189,4.81E-06,0.0563,0.377,153.377,0
64XXO5HiF1jMpJ1c2gIt6a,ODDSEN,57,152518,0.826,0.681,10,-8.892,0,0.0722,0.214,0.0001,0.127,0.709,102.026,0
7LTlshCOcDhzC9EBOFqM0L,The Leather Years,0,171417,0.58,0.899,10,-4.318,1,0.0459,0.179,0.534,0.218,0.28,99.953,0
3jOsBU504vf0FUWqTxcdtF,Lejos,42,76535,0.827,0.332,0,-10.36,1,0.121,0.169,0.921,0.374,0.132,127.281,0
0gVpFFehX9pNbECzL5pCHF,Faltas Tu,39,76535,0.684,0.475,2,-11.113,1,0.102,0.36,0.659,0.107,0.0689,126.938,0
1RVnnCx71SxtWuOaJGyEQ2,Dancer,40,136115,0.499,0.0596,1,-17.97,0,0.264,0.987,0.861,0.204,0.937,174.056,0
4O0LQKVT6hGmVGNwizmydg,10 Years,63,166000,0.798,0.621,2,-6.916,0,0.0391,0.0141,0.000148,0.0926,0.443,123.038,0
7gfohV9UMODztfUQmIF5vn,Bye Bye,45,137143,0.857,0.472,3,-10.451,0,0.398,0.242,0.000242,0.104,0.224,168.033,0
079Ey5uxL04AKPQgVQwx5h,Baila Conmigo (with Rauw Alejandro),90,186088,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,0
7FdUvDkaE24o3FPIWTvzv2,Follow You,87,175644,0.542,0.732,9,-5.956,1,0.0521,0.00209,7.92E-05,0.496,0.489,124.912,0
2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,85,168086,0.311,0.607,1,-6.578,1,0.11,0.0174,0,0.131,0.286,188.7,0
2NnJpRXIlx35Vij3bPZO0h,DAYWALKER! (feat. CORPSE),82,137747,0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81E-05,0.0927,0.497,88.972,0
4jOBQxq4Ffd8DDrsN4wPOR,Christian Dior,82,147120,0.839,0.706,7,-5.629,0,0.0728,0.264,1.23E-06,0.106,0.462,92.031,0
5J5CpT6bgE6KYKk23jgp9W,Patience (feat. YUNGBLUD & Polo G),82,181720,0.616,0.741,7,-4.272,0,0.0426,0.00251,0,0.307,0.431,122.012,0
27tDoZsybt3KvJWTDoW9id,Heartbreak Anniversary,81,198371,0.443,0.459,0,-8.955,1,0.074,0.546,1.05E-06,0.307,0.565,87.064,0
2dHoVW9AxJVSRebPRyV2aA,Gone,80,207164,0.647,0.377,6,-6.003,1,0.0375,0.594,0,0.0768,0.653,79.936,0
36CiGk9oRdwTnBDMgKEfjl,Dámelo To’ (feat. Myke Towers),79,184134,0.787,0.641,8,-7.376,1,0.315,0.101,0.00534,0.07,0.437,182.003,0
1tLV0GD0WXQ1Z8BKOQscti,6 For 6,78,148750,0.855,0.792,2,-4.949,1,0.143,0.552,0,0.17,0.623,142.965,0
1v3lhrZEsOcazqR2QIyyRu,De Una Vez,77,155956,0.659,0.479,11,-6.79,0,0.2,0.152,0.0025,0.268,0.0395,163.882,0
6LZ9FO9UsGIcTKbShnfNsG,Feels (feat. Khalid),76,221975,0.548,0.35,7,-12.52,1,0.0579,0.273,0.0041,0.362,0.0802,167.682,0
5JycxhApZmzbA4xSwvqh6k,All To Me,76,127807,0.523,0.543,5,-8.39,0,0.156,0.65,0,0.257,0.318,116.161,0
5vDrPcLjf32S7LjAp3Ftcv,Year 3000,4,196200,0.595,0.85,11,-6.647,1,0.0367,0.000213,0,0.0961,0.894,107.025,0
3tUI43ifoFvuvcwd93i0OH,No Sleep,57,145572,0.686,0.593,9,-5.498,1,0.116,0.25,0,0.0946,0.754,92.888,0
3LBM25IgxI9y549SiYxtSi,Stuck On You,71,205205,0.599,0.463,7,-7.449,1,0.0472,0.162,6.64E-05,0.141,0.141,158.053,0
2eFjKl5cyPPYElDByCh6Tb,First Time,76,165779,0.526,0.667,9,-5.451,1,0.0437,0.0505,0,0.321,0.43,155.085,0
0nYSnbFVX5ghrERjwVZgwZ,Niemand bringt Marten um,76,195319,0.772,0.798,0,-5.166,0,0.262,0.0603,6.20E-05,0.13,0.53,130.023,0
2fIPEgY8CJ4hh5UDZa2lB9,EL POETA,75,199614,0.564,0.635,4,-7.635,0,0.057,0.46,0,0.662,0.46,140.032,0
5RfrZ5Lgr3fdtgnvhh3va8,Can't Let You Go,74,204157,0.648,0.455,1,-7.122,1,0.0341,0.463,0,0.109,0.183,129.9,0
1SelxYHPb04GjUy0oYV1Jw,Mon poto - Extrait de la BO de « En Passant Pécho »,75,183133,0.743,0.622,4,-5.332,0,0.136,0.904,1.66E-05,0.143,0.317,140.054,0
2xgACMNtJ5YktyvOC83SPO,On The Ground,86,168086,0.311,0.607,1,-6.578,1,0.11,0.0174,0,0.131,0.286,188.7,0
2ayIgfvWo3SfYP2pVOr4pC,Gone,83,207164,0.647,0.377,6,-6.003,1,0.0375,0.594,0,0.0768,0.653,79.936,0
0l6Cx0pQQQAM4yKzLgnoW6,Fucked and Not Forgotten,0,100947,0.444,0.667,7,-6.323,1,0.0433,0.32,0,0.143,0.921,124.446,0
25L9GltozgFZs8zW8SMffU,Woebegone Lodge,0,267547,0.437,0.541,4,-5.07,1,0.0384,0.403,0,0.099,0.32,130.625,0
4CgDB5UjKzu3i6UBZpqJmj,Struggling With Being Same,0,157587,0.481,0.546,11,-6.1,1,0.0563,0.381,0,0.1,0.699,135.044,0
7zvM98LEiL4yO9AcgfFvhh,Lion Whisper (Midnight Oil),0,274067,0.565,0.251,7,-11.679,1,0.043,0.818,0,0.0971,0.399,119.697,0
2XY2AV8fN5IFJEvGI8vMjD,I'm Always Drunk on Christmas (Bonus Track),0,223187,0.475,0.429,0,-9.286,1,0.0655,0.763,2.53E-06,0.197,0.48,79,0
3kvFfrmILxOtHisOy92EHz,Once in a Lifetime,0,261147,0.402,0.409,0,-9.202,1,0.0859,0.616,0,0.0811,0.562,204.89,0
0NVYwtjcF3yfVfmTt5Ue33,Wiseness,0,150427,0.437,0.802,6,-2.717,1,0.0422,0.266,0,0.114,0.711,108.719,0
1JyThlXficVMVWlI5r3rYA,The Guilt of Living Simple (In a Complicated Age),0,136027,0.484,0.358,8,-10.276,1,0.0487,0.715,2.93E-06,0.124,0.608,73.714,0
1dH3fQLSfDavvQyeIw4lzN,Songs About Momma,0,189587,0.583,0.443,4,-7.364,1,0.0702,0.488,5.02E-05,0.0966,0.69,95.337,0
